image_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,cluster,mood_text
gacs_advertisements_03_peuPOPIh_scene_02,2.3087296,1.3998455,-1.5802387,-17.861046,-4.2854257,3.4980066,-2.3784492,3.4139228,10.531993,-0.57168657,-7.645119,-2.4990892,-0.3591184,3.1898572,3,"sleek, futuristic, elegant, sophisticated, modern"
gacs_advertisements_04_YU7TcxwF_scene_01,26.621435,10.255394,20.95307,2.9878945,2.2328095,-1.2926933,3.646561,-2.3122876,4.5895114,-2.9336174,0.8695005,3.1563172,1.300054,-3.3843222,2,"mysterious, ominous, isolated, eerie, contemplative"
gacs_advertisements_04_YU7TcxwF_scene_10,0.3218503,-1.226862,1.4686692,-16.516006,-1.5574228,3.4841845,-1.5941317,3.4516962,12.469382,-1.7704365,-7.321841,-2.2578967,-3.0406544,4.1665297,3,"sleek, luxurious, powerful, modern, sophisticated"
gacs_advertisements_04_dGFPi5sZ_scene_06,0.84372765,13.3269615,-2.5316744,3.5305517,-10.002532,2.1581824,-0.12950869,-1.3393978,-9.866526,-3.6027217,-5.940403,2.6664188,-2.973759,1.7868916,3,"adventurous, thrilling, exhilarating, daring, intense"
gacs_advertisements_04_w7oDM_as.temp_scene_02,3.3506072,6.645953,-7.486576,-2.5355358,-10.273465,2.7521403,0.1210821,4.2497315,-4.0264354,0.17067593,-3.2102995,-2.8204758,2.2962632,-3.509945,3,"dynamic, thrilling, competitive, intense, fast-paced"
gacs_advertisements_04_w7oDM_as.temp_scene_11,-0.7108633,2.8110657,2.6182742,-16.518707,-1.8378885,7.710073,5.3885093,4.4384794,9.513658,-0.57626593,0.118635766,4.7912154,0.8372596,1.0477219,3,"sleek, nostalgic, powerful, moving, timeless"
gacs_animations_00_-HMqv0zl_scene_00,-17.882793,-3.4969194,7.9298973,3.4693985,4.118272,3.5899343,-2.5639472,3.940779,1.4025005,-0.15982397,-1.3173915,0.22665723,-1.9655799,-0.49451905,0,"bright, serene, open, peaceful, calm"
gacs_animations_00_WIPV1iwz_scene_07,-16.200302,-8.48313,1.0609522,0.63362956,2.66603,-5.338558,3.123166,1.3486891,-0.69666904,-1.218324,-0.8684657,-5.8894997,-2.2903075,-0.97478557,0,"curious, cute, serene, gentle, peaceful"
gacs_animations_00_WIPV1iwz_scene_16,-17.728928,1.0213722,3.2680178,4.1933126,0.5481482,-1.5519936,-0.291335,1.5164009,-0.5797371,-0.4387951,-0.96307844,-0.83517176,1.7435822,1.5947087,0,"playful, cute, serene, whimsical, joyful"
gacs_animations_00_hXzcyx9V_scene_03,-8.47652,11.699569,-1.0976255,-2.5070922,0.65804136,-6.1130433,7.3854156,2.4976544,-3.9527156,-3.5230646,1.2159278,-1.2176553,3.2146463,0.4570331,0,"whimsical, curious, playful, lighthearted, colorful"
gacs_animations_00_hXzcyx9V_scene_12,17.782637,10.127535,13.844413,-2.5604577,0.73738503,2.7813494,2.098137,0.40333766,-3.1242306,-0.5137868,6.11101,14.115121,-2.2097151,2.8908813,2,"ethereal, mystical, dreamy, contemplative, surreal"
gacs_animations_00_ysqiEC6b_scene_06,2.991945,3.3540487,-10.266469,-4.7638955,-3.6816394,4.2114835,-1.078885,2.388818,0.94619364,2.8148115,0.25660726,3.894722,0.89861566,-0.65036243,3,"bright, intense, energetic, dazzling, futuristic"
gacs_animations_01_CWnqX41J_scene_08,28.833136,15.423058,16.376493,0.83758813,2.667528,-5.218481,3.4037871,-0.14515036,1.5954305,0.42625383,-0.48992246,6.405781,2.107523,-2.22972,2,"mysterious, surreal, eerie, unsettling, intense"
gacs_animations_01_O515YeHQ_scene_05,28.181307,9.282237,18.451744,0.7108757,-1.4299386,-7.409079,3.0415192,1.1659948,4.76668,3.21612,0.027640864,1.5931438,0.6741198,-3.022147,2,"eerie, unsettling, dramatic, intense, theatrical"
gacs_animations_01_hJnAHzo4_scene_02,8.931465,-11.645308,9.725013,-2.7861862,-4.6032863,-3.75823,-10.407902,-9.091977,-3.4403768,-6.321672,2.6785367,-0.24125642,1.4607573,4.2174425,1,"concentrated, determined, cautious, protective, guarded"
gacs_animations_01_hJnAHzo4_scene_11,-9.179951,2.2138593,-1.0545838,-7.7252374,1.4351227,-10.10744,0.9876472,2.680734,-4.397349,-4.208149,6.4794946,-2.4872057,0.056131866,0.07842746,0,"calm, peaceful, curious, playful, content"
gacs_animations_01_taE3Pwur_scene_06,-15.526383,7.6665974,-2.251952,4.3913307,-1.2694387,-4.0272512,1.9159209,-0.9555276,-0.18733156,0.03013812,0.6747222,-1.5335569,4.8398485,1.220033,0,"playful, whimsical, lighthearted, cheerful, fun"
gacs_animations_01_xo4rkcC7.temp_scene_06,23.854868,15.963717,-12.499734,-4.369198,21.314116,2.444935,-5.4492064,-0.29278338,-3.7769785,0.2841824,-3.294626,-3.7493544,0.24031588,-1.5921385,2,"anxious, surprised, worried, tense, dramatic"
gacs_animations_01_xo4rkcC7_scene_06,25.114279,19.883795,-10.465616,-7.3017926,21.511248,-1.0732563,-6.2081413,0.9491071,-4.9387007,1.4049599,-5.0464764,-1.0333202,2.4069772,-1.2994559,2,"alert, cautious, surprised, curious, apprehensive"
gacs_animations_02_1o8GWhoD_scene_06,11.58777,-1.8740997,-0.5880337,-0.6163467,-8.777024,4.7056403,-3.3127365,-3.4617493,-5.2473,-3.0859094,1.3023279,1.02622,4.1208844,4.0342774,3,"determined, courageous, intense, dramatic, focused"
gacs_animations_02_1o8GWhoD_scene_15,11.712743,-15.3915825,-13.600517,2.9639523,-5.077312,-1.744279,-1.7688137,2.7051508,1.779815,0.041109916,-0.15136741,3.4501462,4.065444,-1.3755153,1,"intense, dynamic, aggressive, vibrant, fierce"
gacs_animations_02_lTxn2Buq_scene_08,7.42076,-22.39382,2.8979099,-5.1956787,1.5890008,3.091062,7.518931,-10.469616,-2.3960729,5.5930386,-3.970471,2.7840562,1.6524967,-3.0822644,1,"serious, authoritative, focused, formal, stern"
gacs_animations_02_qLGNj-xr_scene_01,16.043287,-18.020254,-20.715702,12.208579,9.914761,3.8356009,2.2600284,1.5960184,1.3693839,-10.746923,4.276157,0.616885,1.2722887,-4.1542263,1,"annoyed, frustrated, impatient, displeased, irritable"
gacs_animations_02_qLGNj-xr_scene_10,23.690405,-12.462719,-11.519263,3.0256684,8.812762,-7.234541,-0.8289243,2.0855644,2.0643053,-8.1047125,1.8265651,-3.0604994,-3.036109,-2.733312,1,"curious, intense, focused, suspicious, perplexed"
gacs_animations_02_qLGNj-xr_scene_19,-18.261152,-1.7780981,7.0236444,6.216185,2.1732743,3.7248137,-2.4099312,3.8813686,-0.3036993,-0.53414094,-1.3648177,0.39225444,-2.3170974,-1.2140102,0,"calm, serene, bright, artistic, peaceful"
gacs_animations_02_shW9i6k8_scene_08,2.2037938,0.092536196,-9.700096,-6.910538,-7.3995447,1.3258818,-3.5057082,1.9948913,2.2649467,2.4233253,5.554502,5.1106215,-3.2377558,0.59694785,3,"vibrant, intense, dynamic, futuristic, energetic"
gacs_animations_02_wuGj4Xgb_scene_07,-14.719774,-11.256046,11.88761,-1.0260515,8.731034,6.9218106,-0.31045258,2.1959996,-1.4222097,1.566385,1.0820138,1.4015634,-1.2679205,-2.0121467,0,"calm, reflective, thoughtful, serene, pensive"
gacs_animations_03_NWQH8cMp_scene_03,27.897041,4.856593,20.879553,4.963672,-5.1375437,-3.5555816,-3.8604684,-1.8792719,4.490392,-1.5193682,-1.0733933,-4.012811,0.87221843,-4.982008,2,"tense, mysterious, dark, suspenseful, ominous"
gacs_animations_03_VWavstJy_scene_01,-3.635272,5.137746,1.7157702,-6.9302673,0.79482263,-4.5009055,3.7447865,5.386842,-3.527686,-3.9037004,8.432113,0.8075679,0.121318616,-0.5607479,3,"colorful, curious, thoughtful, whimsical, contemplative"
gacs_animations_03_f_fuHRyQ_scene_00,-9.031691,5.6698728,-4.565043,-2.073434,-4.95068,-2.9678507,2.6265852,1.4608598,-0.7156226,-0.6020472,2.214648,-1.7702463,1.4003183,0.9902479,0,"energetic, adventurous, dynamic, colorful, lively"
gacs_animations_03_f_fuHRyQ_scene_09,-10.643289,8.269267,-6.6130214,-1.5432801,-2.3704605,-2.050129,3.4182332,0.12727366,1.7728034,0.944004,2.0990705,-1.8209913,4.591397,0.5067585,0,"playful, colorful, vibrant, energetic, fun"
gacs_emotional_shorts_00_44buVmzh_scene_00,-16.383083,7.7536125,-6.248111,2.1422057,0.47363278,-1.5257874,-1.3062934,-4.634818,2.75564,1.6195314,-0.59917945,-0.2471833,0.6726302,0.49073753,0,"happy, relaxed, friendly, enthusiastic, engaging"
gacs_emotional_shorts_00_78hzXX60_scene_07,-13.8817835,-10.501951,10.016774,-1.86872,4.4504614,0.3855669,-3.5233095,1.8116335,-1.6883135,1.639196,-1.1187152,0.118670255,-1.8021543,0.7994078,0,"serene, calm, neutral, straightforward, composed"
gacs_emotional_shorts_00_WAmw-erI_scene_105,-17.13313,-4.310352,7.2864347,3.218583,3.93572,2.9748962,-3.107089,2.4448678,1.0230839,-1.5334069,-1.1128393,-0.7018053,0.041499972,0.11341733,0,"content, relaxed, peaceful, calm, serene"
gacs_emotional_shorts_00_WAmw-erI_scene_125,-17.05376,5.181128,-5.6995296,7.308748,3.499981,1.1029785,1.9439366,-4.530019,3.8407755,2.3624966,-1.885258,-1.1147248,0.84794104,1.1361998,0,"happy, affectionate, warm, content, peaceful"
gacs_emotional_shorts_00_WAmw-erI_scene_15,17.885826,-8.940201,-1.6958944,-0.13460174,2.6183727,-3.7423265,8.345087,-0.5627189,-1.4502776,1.076191,2.3059573,-2.4823656,-13.050268,5.6956973,1,"frustrated, concerned, tense, emotional, expressive"
gacs_emotional_shorts_00_WAmw-erI_scene_37,-17.751785,-3.1528625,8.121484,5.62894,2.587443,3.380102,-2.2529707,4.6123447,-0.21826433,-1.056563,-1.326036,-0.1935483,-1.4598746,-0.90690845,0,"calm, serene, peaceful, inviting, bright"
gacs_emotional_shorts_00_WAmw-erI_scene_59,21.658787,-21.607914,-6.3878627,8.410078,2.846337,-8.425619,8.649239,5.213563,1.7956058,3.766746,-8.032229,3.5737839,-7.8585167,2.4671886,1,"tense, concerned, urgent, distressing, intense"
gacs_emotional_shorts_00_WAmw-erI_scene_81,-14.370097,-8.382119,13.444244,-0.41854203,6.345796,6.4283595,-3.3496866,5.512562,-2.4315789,-0.9619907,3.206887,1.3049253,-1.2574823,-2.8860686,0,"calm, reflective, contemplative, thoughtful, serene"
gacs_emotional_shorts_00_qm5hen3q_scene_06,-0.22457437,-20.547865,6.3754854,-9.013031,2.5200784,-6.210236,0.6388791,-9.131746,-7.4763646,6.697474,-2.0309486,1.1495119,1.1147915,-1.9444449,1,"formal, serious, respectful, attentive, calm"
gacs_emotional_shorts_01_LIed92r8_scene_15,-18.434069,2.5325546,0.30040228,4.151003,1.507593,-1.4032024,-0.74789464,-1.5612754,2.476678,1.1670593,-0.39958802,-0.16307878,4.3727493,1.3769606,0,"content, warm, cheerful, heartfelt, optimistic"
gacs_emotional_shorts_01_eSNLnjeu_scene_01,-17.329374,-4.559037,8.128002,1.9709852,2.3459616,0.8933703,-4.179808,4.5223227,-0.9767354,-1.0826709,-0.34467602,-0.79408,-0.9616465,-1.6357594,0,"calm, relaxed, casual, peaceful, serene"
gacs_emotional_shorts_01_n5U8Z7VY_scene_03,-18.510735,0.5784802,1.4097818,4.040247,0.8171996,-2.0733933,0.94787943,-0.98920745,3.6947334,1.8338083,-0.52616286,1.2761748,1.7212503,2.1491609,0,"warm, familial, joyful, sentimental, loving"
gacs_emotional_shorts_02_DZQtVmKM_scene_101,-15.708869,5.5809007,1.1190724,3.1234195,4.5479603,2.5488455,5.3557343,-0.24634503,5.2268896,1.1336126,-1.8222648,-0.23179859,4.571271,3.3727124,0,"heartwarming, loving, comforting, tender, joyful"
gacs_emotional_shorts_02_DZQtVmKM_scene_121,-17.84808,7.28162,-4.898823,6.1334133,1.7149533,0.05734392,-1.1051013,-4.1199107,2.7519944,1.9871025,-1.1452113,-0.08040628,0.14998896,0.35544696,0,"happy, relaxed, engaging, comfortable, cheerful"
gacs_emotional_shorts_02_DZQtVmKM_scene_141,-16.31951,8.760617,-5.559906,5.34557,-1.0981059,-0.4422449,2.2092984,-4.355835,1.5835344,2.0169666,0.8015621,0.44824877,0.44042185,0.1644536,0,"energetic, joyful, excited, vibrant, lively"
gacs_emotional_shorts_02_DZQtVmKM_scene_161,-10.526971,-8.488918,-7.236585,-1.3857166,1.9201218,-8.278691,3.0454373,-1.2428508,1.242341,-3.348573,3.3834116,-6.8918586,-1.6038327,-2.9417458,0,"curious, playful, cute, bright, calm"
gacs_emotional_shorts_02_DZQtVmKM_scene_181,-15.389337,-2.4000716,3.8430507,-1.6305544,-0.95878994,-6.3521295,-1.0134022,2.591049,1.5353055,2.4246864,-0.9970499,-0.5603103,-0.6009595,-0.2830894,0,"warm, intimate, celebratory, casual, relaxed"
gacs_emotional_shorts_02_DZQtVmKM_scene_201,-14.212705,6.457657,-7.4464145,6.2916913,-0.81411076,-3.9863102,2.3040056,-3.1868649,1.1910464,1.6494153,0.749857,0.2966447,-0.51214206,0.46039551,0,"celebratory, joyful, playful, lively, festive"
gacs_emotional_shorts_02_DZQtVmKM_scene_25,-14.555859,-4.9914975,4.210014,-1.2841662,2.7329776,-2.151384,-1.1218096,-0.434908,3.2567012,1.1993766,-0.18657763,-2.2269435,5.8894706,4.6983166,0,"helpful, caring, peaceful, sunny, relaxed"
gacs_emotional_shorts_02_DZQtVmKM_scene_47,-16.365263,4.5161276,-2.7057517,6.4303813,-1.0364494,-2.9157,2.2098567,-2.4634588,0.5664332,2.095579,-0.44545248,-0.92064244,2.7257595,1.7064784,0,"energetic, joyful, expressive, lively, cheerful"
gacs_emotional_shorts_02_DZQtVmKM_scene_69,-2.6850052,5.0098486,0.4436884,-12.088793,4.159011,-13.164532,10.17837,5.464059,-2.3750746,-2.9976044,3.694765,0.60233474,2.210047,1.8714548,3,"comforting, curious, supportive, playful, lighthearted"
gacs_emotional_shorts_02_DZQtVmKM_scene_91,-15.166658,12.293538,-6.098341,7.2149625,1.0514408,0.957826,0.6075105,-5.138123,3.0944023,1.1973684,0.40183893,1.7654605,-3.176436,-1.3996052,0,"joyful, celebratory, nostalgic, warm, festive"
gacs_emotional_shorts_02_VSj0URO1_scene_03,10.338457,17.414593,-19.371145,-8.617888,20.703789,1.1225185,0.00402315,-1.3778126,-4.0950146,-0.32495612,-3.6170497,-1.1554874,0.6718664,-3.3417099,3,"curious, surprised, joyful, engaging, attentive"
gacs_emotional_shorts_03_KnEBs_-j_scene_06,-18.17376,5.1097074,-5.104931,8.55015,4.060065,0.8476848,0.35890454,-6.512274,2.8869581,3.0450346,-1.8241805,2.880337,-1.8016502,1.1364479,0,"relieved, comforting, grateful, joyful, tender"
gacs_emotional_shorts_03_lEDHRh8g_scene_02,14.201961,-23.151098,-6.8830857,-0.41046312,-2.8327904,-7.023575,-0.2605686,-0.4322712,-1.8145639,3.5066323,-3.3362627,4.0363283,-2.0712361,-0.62495136,1,"tense, urgent, compassionate, hopeful, intense"
gacs_movie_trailers_00_UDfjsSqC_scene_00,17.844198,-19.271744,-16.004463,12.168617,2.8080883,1.4551293,0.18083772,6.2235956,6.5364037,-7.205025,-2.1183197,4.0054474,3.56398,-2.384898,1,"chaotic, destructive, intense, fiery, explosive"
gacs_movie_trailers_00_Way9Dexn_scene_05,-0.7416183,2.8264902,-6.794629,-4.9269395,-13.642218,4.040189,-0.77668434,5.136775,-1.4399097,7.3434772,-3.0422158,-4.999546,2.2424822,-9.253244,3,"intense, action-packed, gripping, dynamic, dramatic"
gacs_movie_trailers_00_Way9Dexn_scene_13,-13.530738,-10.551829,7.20973,-3.0570688,3.3386438,-5.4600387,-1.8121091,1.0099646,-1.4688717,2.2606175,-0.4099731,-1.9943444,0.45600778,2.6427095,0,"intimate, tender, calm, connected, peaceful"
gacs_movie_trailers_00_mqqft2x__scene_02,26.894949,0.4450247,-2.259943,10.729675,-5.558167,1.1017172,-5.8438206,1.7646717,-1.3130453,6.5057616,2.8630288,-4.349342,-0.8455326,4.530921,2,"intense, dramatic, urgent, intimidating, chaotic"
gacs_movie_trailers_00_vt98AlBD_scene_07,-13.165555,6.4837894,-4.8166413,1.4844785,-3.3051784,-1.0648379,1.4649035,-2.0203404,3.1630533,2.8294642,4.943283,-0.23929222,0.56542456,-1.9240818,0,"chaotic, energetic, vibrant, lively, festive"
gacs_movie_trailers_01_9ix7TUGV_scene_07,8.05169,4.0261683,-11.216169,-0.8014342,-2.40982,9.338173,2.7585568,3.4304652,-0.49301296,3.8858519,2.873484,-0.2812668,2.3914638,0.08611033,3,"dramatic, intense, explosive, vibrant, energetic"
gacs_movie_trailers_01_JfVOs4VS_scene_04,21.292665,5.2226095,-1.5692921,-3.1785257,-0.033975825,0.43854117,-2.732704,0.6384691,-2.5905428,-1.8333493,0.8603606,0.4555675,1.0358917,2.389447,2,"confident, mysterious, intense, challenging, assertive"
gacs_movie_trailers_01_OzY2r2JX_scene_01,28.889917,6.5898747,21.007586,3.9643412,-4.034248,-4.7813416,-3.390981,-1.5233971,4.6699553,-1.6485115,-1.2037562,-2.4374173,1.3425823,-5.4677477,2,"tense, mysterious, dark, suspenseful, eerie"
gacs_movie_trailers_01_fsQgc9pC_scene_07,24.788786,0.8883846,12.235121,11.784937,-4.501612,4.0609875,-0.8649811,-1.704612,1.5419979,3.2408438,3.4808073,-8.561746,-1.8081045,2.4751318,2,"intense, dramatic, turbulent, ominous, chaotic"
gacs_movie_trailers_01_n9xhJrPX_scene_04,29.866018,10.316036,17.13698,3.5278537,-1.7752401,-4.1038327,-0.1515132,0.14530209,3.6629133,3.3430738,0.73619443,0.067606196,0.7200049,-0.8181226,2,"chaotic, intense, dramatic, unsettling, urgent"
gacs_movie_trailers_02_32RAq6Jz_scene_03,9.312346,-11.9906025,-7.6797624,-2.034806,-3.8673284,6.282449,-0.52459884,-6.0832186,0.14825897,-3.5660005,1.5967411,2.1262467,5.8070416,0.5132815,1,"focused, intense, determined, serious, concentrated"
gacs_movie_trailers_02_EOwTdTZA_scene_02,2.583298,8.910627,-5.2848506,-4.5731254,-0.8283516,6.9212074,3.7151587,0.6786402,0.4371538,-1.7474495,0.6372039,1.4724522,-0.9994187,1.6871543,3,"majestic, grand, inspiring, classic, iconic"
gacs_movie_trailers_02_aWzlQ2N6_scene_00,11.168453,9.489127,10.850076,1.4334414,-3.7035282,6.6896176,15.897431,-0.0005227933,-2.6278284,-3.644288,-4.7491717,-0.8338324,0.9557144,1.5503304,2,"mysterious, dark, mystical, intense, cinematic"
gacs_movie_trailers_02_nb_fFj_0_scene_01,-11.203622,10.692135,3.205884,5.168333,-4.87298,-0.11215957,3.6606486,0.16910206,-4.1343994,-4.8493514,-7.2156773,1.0737311,-3.8504143,2.6007943,0,"mysterious, adventurous, serene, majestic, intriguing"
gacs_movie_trailers_02_uYPbbksJ_scene_00,13.643572,0.95504344,-8.123683,-8.019406,-5.537739,2.0246115,0.46909568,7.002565,3.0922325,12.043426,5.1773973,-2.4957175,-5.546911,-3.5578117,3,"intense, crowded, historical, dramatic, focused"
gacs_movie_trailers_02_uYPbbksJ_scene_08,9.181179,-14.919579,6.088046,-3.99054,3.877143,16.060411,15.313265,-11.277248,-0.04809315,-4.2834682,0.98560804,-6.9396935,-1.0731105,0.703633,1,"serious, formal, historical, determined, focused"
gacs_movie_trailers_02_wxN1T1ux_scene_00,-13.112119,-7.2087684,14.958519,0.17473693,6.448669,9.097903,-2.9250638,5.1797047,-1.8147618,-1.7139144,3.4509654,3.8864534,-2.4885385,-2.74681,0,"reflective, contemplative, hopeful, serene, introspective"
gacs_movie_trailers_02_wxN1T1ux_scene_08,30.986647,14.074023,13.501729,6.5553217,3.9087458,-1.7941091,-5.718657,-4.248502,-0.32792616,-1.5228196,-2.1076634,-2.4578314,2.3275297,1.7201977,2,"fearful, anxious, intense, shocked, uneasy"
gacs_movie_trailers_03_GY4BgdUS_scene_04,20.623777,-17.584024,-12.23425,14.108126,-4.001202,-3.3892927,-0.29706797,6.1012774,1.5608277,-0.45342556,-3.732155,3.0540617,2.330133,-0.476842,1,"tense, oppressive, confrontational, intense, dramatic"
gacs_movie_trailers_03_GY4BgdUS_scene_12,23.48189,-2.838605,-8.988533,11.745672,-1.511611,5.370681,-2.563492,4.4487424,-0.14496292,4.6990695,8.687777,-6.312808,-1.7216638,6.1901574,1,"intense, dramatic, chaotic, historical, urgent"
gacs_movie_trailers_03_Go8nTmfr_scene_06,2.7535398,6.776616,-7.6716104,-3.7030334,-10.816403,5.1527877,-0.3327084,2.9106474,-2.867588,1.1706367,-1.9825702,-2.7900822,3.7278707,-4.2420087,3,"dynamic, intense, action-packed, thrilling, energetic"
gacs_movie_trailers_03__Z3QKkl1_scene_03,12.724248,-9.550293,-9.063171,-0.030602332,-3.277717,4.0714917,0.15498197,-1.1769326,1.3990297,-2.6863685,1.5996565,2.257083,2.970522,3.305398,1,"regal, intense, determined, powerful, focused"
gacs_movie_trailers_03_xg88QIaj_scene_05,7.7597737,-18.081585,1.1390562,-3.3164675,-6.1721554,2.1074803,3.7986329,-7.533551,-5.0134783,2.5883987,0.8898544,-4.3995333,-2.1056225,-4.8451567,1,"focused, investigative, serious, tense, studious"
gacs_movie_trailers_04_qSqVVswa_scene_00,11.374939,-14.024646,-7.4884863,-3.8808053,-4.962284,1.2311352,-3.3588228,-2.628448,0.48450097,-2.2036662,0.50457054,3.3392556,5.0817704,1.6437336,1,"focused, intense, controlled, determined, tense"
gacs_movie_trailers_04_qSqVVswa_scene_08,-9.340253,10.324471,-5.1446767,6.723007,-10.095882,-0.85990924,-3.306269,-0.97319937,-7.464503,1.9403528,-5.216984,3.692789,-4.294112,-1.4020667,0,"intense, exhilarating, focused, thrilling, adventurous"
