image_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,cluster,mood_text
gacs_advertisements_02_YG8kLlRw_scene_00,-19.746572,-4.3667083,-12.770773,1.0837705,0.93917555,3.7640197,3.4172022,-6.470898,1.8673756,6.1154046,0.9028264,-0.5891597,1.3872224,-0.11053545,1,"formal, curious, focused, frantic, agitated"
gacs_advertisements_02_YG8kLlRw_scene_09,17.21436,5.734637,-2.1206129,-0.5944329,-3.3330843,-3.2061682,0.6315892,1.1469582,-4.093005,1.0565282,0.9110129,-1.8333857,-0.15044177,1.1361328,3,"campy, flamboyant, ostentatious, lighthearted, eccentric"
gacs_advertisements_03_9Bo2OIxp_scene_03,-15.0850935,-7.708823,10.233682,-17.397568,2.925111,5.066278,0.81923664,3.0733528,-4.1070504,1.1159886,-3.4560473,-8.330112,3.039232,-2.914668,2,"distressed, emotional, vulnerable, pained, distraught"
gacs_advertisements_03_9Bo2OIxp_scene_12,13.796855,-9.7819,9.397791,7.8917303,-0.84341884,1.3934399,-4.6889777,6.9174957,-0.36981472,4.269845,8.373528,0.1419459,3.5707881,-1.2099711,0,"serious, informative, neutral, thoughtful, direct"
gacs_advertisements_03_Uoj6rlUk_scene_08,13.285022,-1.1703801,5.7587996,7.4648056,0.57622945,1.3844205,-3.1996121,-2.1653924,-0.066127785,1.2033688,-2.2911537,2.649566,0.9910567,1.4680791,0,"calm, delicate, elegant, refined, peaceful"
gacs_advertisements_03_peuPOPIh_scene_02,7.7705345,0.20253958,0.6413147,8.443472,-9.519606,10.775796,-9.709486,-6.089544,-7.5298862,0.1314748,-4.2239327,4.0513854,4.7909,-1.5654836,3,"sleek, modern, sophisticated, elegant, refined"
gacs_advertisements_04_YU7TcxwF_scene_01,-22.38479,10.21842,8.745936,-3.199799,-1.8421979,1.3655925,0.3077793,-3.6375926,1.573117,-3.8732064,4.7652884,-0.7149239,4.4435964,-1.1931556,1,"lonely, isolated, uncertain, eerie, detached"
gacs_advertisements_04_YU7TcxwF_scene_10,4.2362227,0.77533776,-2.711008,9.657673,-8.259829,10.747893,-9.757158,-3.246937,-6.053928,-2.5694888,-5.5938153,3.1015425,3.9592826,-1.2708019,3,"sleek, powerful, modern, sophisticated, confident"
gacs_advertisements_04_dGFPi5sZ_scene_06,7.9702344,11.576306,-12.229149,-5.134679,4.3143897,-8.055504,-4.700719,8.007321,2.5934172,-5.8567424,-6.5845733,-3.2435715,4.2831783,0.42665622,3,"daring, exhilarating, risky, impressive, majestic"
gacs_advertisements_04_w7oDM_as.temp_scene_02,8.895334,-0.2011677,-11.110969,3.1390476,-0.2041113,5.740627,-8.2202425,-0.1460459,1.2746359,0.41694263,-2.2892988,-0.6001923,2.2521665,-3.986937,3,"fast, focused, competitive, intense, thrilling"
gacs_advertisements_04_w7oDM_as.temp_scene_11,-9.873492,-13.850294,-2.5149662,-3.605076,-0.09558679,8.7308655,-8.193209,0.0624171,1.672321,-1.1036954,1.6473652,-3.6602993,-2.969325,5.599913,2,"determined, urgent, focused, serious, intense"
gacs_animations_00_-HMqv0zl_scene_00,-1.062739,-10.649642,6.159081,-0.18802316,-13.371773,-1.1755695,-1.835376,-7.678482,-4.316022,-3.919722,-0.76071155,3.287578,3.1344082,11.5912,2,"empty, sterile, blank, pure, bright"
gacs_animations_00_WIPV1iwz_scene_07,4.6092224,-20.13423,-1.6064273,8.9771,2.832011,-2.8910575,8.425162,-2.3911343,4.713727,-10.192472,-0.3939534,-2.663976,1.8940482,1.4326922,2,"curious, innocent, vulnerable, peaceful, hopeful"
gacs_animations_00_WIPV1iwz_scene_16,20.032028,1.5988493,10.851378,-2.2688158,7.411536,-2.0421119,-0.28631413,-5.329122,2.9674761,-0.01922526,-1.1695538,0.38568437,-1.0757146,-0.14050515,0,"peaceful, serene, calm, gentle, hopeful"
gacs_animations_00_hXzcyx9V_scene_03,-5.579292,13.204268,-5.674398,1.5835387,-14.831618,2.3510597,4.93054,2.6078734,10.646538,4.9188347,-1.213454,1.9721222,2.2670803,2.174782,1,"lonely, curious, whimsical, surreal, uncertain"
gacs_animations_00_hXzcyx9V_scene_12,-15.857027,12.657644,-3.4362772,-3.2068028,-14.707947,-0.09612179,-0.71948236,0.94130063,10.074605,1.9397275,4.571389,2.0902781,5.1701465,1.8209554,1,"ethereal, magical, longing, dreamlike, surreal"
gacs_animations_00_ysqiEC6b_scene_06,20.602226,5.6287794,7.388969,-4.321379,4.371054,-2.0718937,-1.5052861,-4.5640173,2.0883973,-1.4704357,-1.052564,1.2389082,-2.0768447,-1.0054845,0,"bright, ethereal, hopeful, divine, serene"
gacs_animations_01_CWnqX41J_scene_08,-23.088982,11.278004,4.498893,7.941277,-3.776227,-5.6147704,2.2451103,-2.7938614,-1.6659967,1.7935556,3.036615,0.9296751,-1.192582,-1.7527069,1,"eerie, unsettling, watchful, strange, alien"
gacs_animations_01_O515YeHQ_scene_05,-17.281157,8.936553,11.603615,4.057308,-11.931882,-12.467774,0.18512015,-0.40336588,-0.2045909,-2.5612433,1.7925922,0.62957805,-3.7731745,-1.1263057,1,"unsettling, eerie, sinister, grotesque, artificial"
gacs_animations_01_hJnAHzo4_scene_02,-13.852744,8.444335,7.314772,12.977554,-0.2155841,-0.27623656,8.159148,2.502708,-1.8802613,4.9538145,-7.1492944,1.0586567,-1.308689,-1.3477454,1,"determined, uneasy, thoughtful, protective, curious"
gacs_animations_01_hJnAHzo4_scene_11,2.1706572,5.31986,-1.177845,7.494555,2.398682,9.094972,3.1462724,-1.2284896,3.5925632,-0.53580815,-4.996122,2.352131,-0.3676545,4.982012,3,"calm, watchful, curious, peaceful, nature"
gacs_animations_01_taE3Pwur_scene_06,-1.4548993,16.738949,0.010959845,0.64903235,-6.480519,-2.4743695,0.124839425,5.151226,7.9029045,0.5459402,-4.0208364,-1.4699913,0.7213171,1.2794913,1,"whimsical, playful, eerie, adventurous, peculiar"
gacs_animations_01_xo4rkcC7.temp_scene_06,-21.895555,10.193113,3.1989067,3.067603,10.842917,3.1908233,1.1119034,0.015922016,-3.3735685,-2.233604,0.19024262,0.018713921,0.45887178,1.2685127,1,"anxious, wary, apprehensive, alert, uneasy"
gacs_animations_01_xo4rkcC7_scene_06,-23.0205,7.9135528,-5.458436,0.9721118,7.7428994,2.9095519,4.1592755,-1.5235963,-2.3165445,1.7807425,1.4401823,1.9964921,2.97023,2.391284,1,"uneasy, worried, startled, tense, vigilant"
gacs_animations_02_1o8GWhoD_scene_06,-21.470097,10.765587,3.2302625,-0.5443278,11.820554,2.5692546,1.9326799,0.5402095,-2.6467547,-3.5063083,0.7322862,-0.17291401,1.9207324,1.2514971,1,"concerned, apprehensive, uncertain, worried, uneasy"
gacs_animations_02_1o8GWhoD_scene_15,-12.361306,-17.182774,-8.3401985,4.371481,6.37289,-10.899331,-0.42752612,-4.923983,1.2015998,-4.100823,0.66897315,3.461052,-0.7856999,-2.9455166,2,"aggressive, menacing, dangerous, violent, intense"
gacs_animations_02_lTxn2Buq_scene_08,-1.158456,-23.028152,0.8104774,4.521291,-4.070359,-15.580423,5.098456,5.197535,-4.448146,-3.6178474,-2.0327318,5.8447037,4.5480943,5.116683,2,"intimidating, stern, serious, disapproving, formal"
gacs_animations_02_qLGNj-xr_scene_01,0.97993606,-22.768213,-1.1267043,-21.781467,-8.809159,2.3721066,11.7954855,-1.2048862,-2.7770455,-1.5941433,-2.3555381,2.773899,5.6687584,-3.3922057,2,"annoyed, burdened, frustrated, childish, exaggerated"
gacs_animations_02_qLGNj-xr_scene_10,-2.3248224,-6.433236,-4.3178787,13.5936,-3.2526474,6.379227,7.6451488,0.20341092,1.7244004,-4.2018957,-0.16686453,-7.0819016,-3.5262523,-0.22958773,2,"curious, watchful, intrigued, serious, analytical"
gacs_animations_02_qLGNj-xr_scene_19,19.410719,1.9617705,10.882491,-5.706876,7.230962,-1.3947908,0.6674515,-6.7162213,5.1930366,-0.90854305,-2.1737144,2.9958503,-1.2366576,1.0349611,0,"calm, peaceful, serene, quiet, tranquil"
gacs_animations_02_shW9i6k8_scene_08,7.2752113,-4.677385,-6.7423534,3.4731724,-5.762345,1.7276903,-6.832964,-1.7777784,-2.0323746,2.411434,-4.7448225,-0.369649,-0.28287226,-1.7127014,3,"dynamic, intense, futuristic, energetic, vibrant"
gacs_animations_02_wuGj4Xgb_scene_07,15.123698,-9.464436,9.767016,8.86969,1.4868771,4.3009863,-1.8571317,6.1159244,2.210278,3.5876737,7.109853,3.398583,3.965816,-3.0051348,0,"calm, thoughtful, serious, professional, composed"
gacs_animations_03_NWQH8cMp_scene_03,-22.10045,9.459482,9.322723,1.2782905,0.4375332,-5.9164295,-3.1380007,-1.3056953,-2.1389706,-4.8932233,0.20816356,-0.7644329,-1.4751749,-4.387835,1,"isolated, stark, ominous, claustrophobic, unsettling"
gacs_animations_03_VWavstJy_scene_01,-16.994806,6.494691,-0.19192593,1.0703923,3.775753,10.470797,7.802864,-0.19039427,-0.32159948,1.5388285,-0.2868689,1.280368,-1.3514211,2.1372998,1,"concerned, anxious, hopeful, curious, cautious"
gacs_animations_03_f_fuHRyQ_scene_00,-21.057375,-3.1329868,-12.867627,-5.0290422,8.266906,1.9986163,-3.9798894,-5.209521,2.3671486,2.237517,3.7289488,-3.1476638,3.4261994,2.3992596,1,"action, frantic, intense, dangerous, urgent"
gacs_animations_03_f_fuHRyQ_scene_09,11.233563,6.1247315,-5.1647563,4.034713,-11.371634,2.0907671,-1.0060697,-0.39992973,-1.8547801,4.0931416,-0.68298185,-1.0945092,0.9354422,0.2579082,3,"playful, quirky, mysterious, cool, stylized"
gacs_emotional_shorts_00_44buVmzh_scene_00,19.623264,1.2753257,0.33590987,3.341675,3.3947475,-5.3517823,-0.32241264,0.8564123,-4.3292823,3.96274,2.2139697,-4.054893,3.0228393,1.3011059,0,"cheerful, friendly, positive, engaging, enthusiastic"
gacs_emotional_shorts_00_78hzXX60_scene_07,10.807408,-11.640992,9.832164,9.086352,3.8179407,1.8571274,-6.4662576,7.3136387,2.7984858,0.9467258,6.974503,1.4720294,3.6513379,-0.7544833,0,"calm, neutral, informative, serious, factual"
gacs_emotional_shorts_00_WAmw-erI_scene_105,20.418608,2.2429085,6.893733,-2.0737674,8.255111,-2.8751407,0.041789293,-5.113004,2.052868,-0.80185217,-1.7865095,0.1495991,0.08875341,1.0306492,0,"peaceful, content, relaxed, serene, calm"
gacs_emotional_shorts_00_WAmw-erI_scene_125,22.729763,1.8018613,5.9292607,-3.2062373,7.2475853,-5.1517696,0.75803477,-2.8342612,0.10991604,0.106886216,-0.33123246,-2.5046206,0.3708429,0.56131756,0,"affectionate, content, peaceful, serene, loving"
gacs_emotional_shorts_00_WAmw-erI_scene_15,-10.831371,-13.321939,-4.811512,1.8968385,-4.2803264,-7.29531,10.457076,3.3263192,-5.228316,1.7429899,-5.680667,-1.3576716,4.423756,2.9001338,2,"frustrated, annoyed, tense, uneasy, concerned"
gacs_emotional_shorts_00_WAmw-erI_scene_37,19.263832,2.4850838,7.5949755,-1.28386,7.0937715,-3.8502965,-1.6384137,-5.9321785,2.3046758,-0.36644736,-3.2186823,0.22867619,-0.50933224,1.8439991,0,"peaceful, calm, serene, luxurious, airy"
gacs_emotional_shorts_00_WAmw-erI_scene_59,-19.942764,5.9125643,3.9060884,-1.3940003,12.969988,5.922735,3.5768318,0.16206618,-2.387765,-2.1989298,0.18704946,0.43844724,-0.18163903,1.3941141,1,"concerned, anxious, worried, supportive, uneasy"
gacs_emotional_shorts_00_WAmw-erI_scene_81,-2.3007734,-12.01659,17.145504,-4.3263516,-5.2698746,3.906212,3.2804363,9.631493,-0.78564477,4.414735,-2.6979852,-4.541964,-0.059632435,-3.708766,2,"thoughtful, pensive, concerned, introspective, serious"
gacs_emotional_shorts_00_qm5hen3q_scene_06,12.68225,-2.6331863,16.035011,-18.37877,0.13894816,5.9151835,0.62434757,-2.638433,1.9140948,-2.0079143,1.7536608,2.3940427,-2.180599,-3.2144513,0,"serious, grateful, calm, relieved, somber"
gacs_emotional_shorts_01_LIed92r8_scene_15,20.564953,-1.8372765,5.685405,6.04823,3.032376,1.3501499,-1.8452587,-1.5738252,-1.4920132,3.6856887,4.735431,-2.5445445,2.93575,-1.3109878,0,"content, thoughtful, genuine, hopeful, warm"
gacs_emotional_shorts_01_eSNLnjeu_scene_01,17.27801,-1.1707213,4.082002,6.4628778,5.994957,0.65725,0.3204474,-3.0397813,5.0082874,2.5319579,-1.6335684,2.0285654,-0.5773169,2.2116969,0,"calm, ordinary, domestic, peaceful, casual"
gacs_emotional_shorts_01_n5U8Z7VY_scene_03,22.188744,7.012973,-4.860124,-7.8474736,-0.01768969,-3.5671067,1.4731255,-0.9988562,-4.5758705,-0.7547078,4.6746492,-0.76107323,-0.83768123,0.31397012,3,"warm, heartwarming, joyous, happy, blessed"
gacs_emotional_shorts_02_DZQtVmKM_scene_101,20.935663,2.58457,2.5335672,-3.768747,-1.5987673,-2.1737382,1.5268528,-2.043203,-4.8429737,2.9653509,5.626571,-3.2650347,-0.051419064,-0.8862976,0,"heartwarming, tender, loving, protective, grateful"
gacs_emotional_shorts_02_DZQtVmKM_scene_121,18.471209,3.457319,3.9283776,6.081663,3.858763,-4.171585,-1.4558654,-0.9359308,-4.208475,5.24236,3.0142665,-2.7697995,2.9769714,2.4321558,0,"friendly, welcoming, informative, pleasant, warm"
gacs_emotional_shorts_02_DZQtVmKM_scene_141,-6.9849863,-11.254664,-14.559552,-9.429387,0.8797357,-0.13361469,4.6867604,-1.1867908,1.791585,6.371277,-3.0154083,2.4884584,-2.1174943,-3.4795265,2,"excited, energetic, chaotic, blurry, social"
gacs_emotional_shorts_02_DZQtVmKM_scene_161,15.734074,1.9911258,-10.263578,6.3342834,-6.221151,1.4746808,7.389538,0.20991737,1.6615669,0.20089917,3.3773322,-6.2235475,-3.9936957,-0.7755698,3,"curious, whimsical, humorous, unexpected, urban"
gacs_emotional_shorts_02_DZQtVmKM_scene_181,20.962122,7.4031224,-7.281032,-4.519435,0.5486315,-5.286686,2.3914812,1.7545273,-3.5550978,-1.6032344,2.0425932,-1.2154822,-2.3240366,-0.23884135,3,"festive, convivial, warm, celebratory, social"
gacs_emotional_shorts_02_DZQtVmKM_scene_201,12.077231,9.420261,-15.269224,-6.799922,-8.064164,0.6187065,5.624386,2.3308449,-3.1024673,2.269041,5.010756,4.532919,0.5543023,2.523572,3,"surprised, festive, chaotic, playful, lighthearted"
gacs_emotional_shorts_02_DZQtVmKM_scene_25,15.721626,1.1290421,3.12711,0.6250108,2.2526348,4.84018,1.1745377,-5.194923,3.8282385,3.693452,1.03612,4.6316566,-3.9029696,3.4052327,0,"normal, ordinary, calm, routine, sunny"
gacs_emotional_shorts_02_DZQtVmKM_scene_47,20.530376,5.797937,-5.340444,-2.9706507,1.0300429,-4.965474,1.3315228,2.1900587,-3.418804,2.7412941,1.7929955,-3.445102,0.6217205,0.31666377,3,"energetic, enthusiastic, joyful, lively, animated"
gacs_emotional_shorts_02_DZQtVmKM_scene_69,-16.536695,6.1317086,11.078756,11.511082,-2.7248256,-1.0927187,8.38494,2.3961942,-3.3974497,5.671223,-6.0644794,-0.12809342,-4.1738567,-0.1340097,1,"concerned, curious, clinical, uneasy, awkward"
gacs_emotional_shorts_02_DZQtVmKM_scene_91,20.59203,10.069925,-11.399842,-10.9163,-2.5810027,-2.3626544,4.095154,1.9238818,-3.9701345,-3.020654,4.759371,3.4546812,-3.044211,-0.98835576,3,"joyful, celebratory, nostalgic, heartwarming, proud"
gacs_emotional_shorts_02_VSj0URO1_scene_03,10.933226,-10.581509,-5.194276,8.817584,-10.020259,8.24457,11.182488,-3.6892583,0.3729088,-5.817402,4.2929416,-8.850673,-3.8308973,-1.158653,3,"curious, interested, engaged, hopeful, bright"
gacs_emotional_shorts_03_KnEBs_-j_scene_06,-11.82586,4.4933567,-3.7133048,-2.0349479,10.930035,8.633689,5.0412693,3.8208387,-1.6224123,-3.4232605,-0.7721169,3.010838,2.7694023,1.4163035,1,"relieved, anxious, protective, grateful, concerned"
gacs_emotional_shorts_03_lEDHRh8g_scene_02,8.353903,-11.786445,-6.1318007,13.93713,-6.2592325,5.964145,8.106558,-1.8529788,2.5395112,-6.1416473,2.343086,-4.1405783,-3.3764198,-1.2616947,3,"curious, investigative, focused, expectant, hopeful"
gacs_movie_trailers_00_UDfjsSqC_scene_00,-10.010532,-7.4019084,-6.046967,-4.4697537,-6.9245653,-3.8512335,-6.3456492,-4.8510203,-0.47790915,2.6492734,1.6641648,0.5039434,-5.2340846,6.7083664,2,"chaotic, catastrophic, destructive, intense, dramatic"
gacs_movie_trailers_00_Way9Dexn_scene_05,-9.331046,-12.784239,-9.246548,-0.7798576,1.9882976,-4.264445,-11.061207,-0.45704263,4.0900216,1.031882,0.3599379,-4.57746,-1.7447331,-5.0757055,2,"action, intense, gritty, dangerous, desperate"
gacs_movie_trailers_00_Way9Dexn_scene_13,-1.8682113,-8.742516,21.276539,-21.6322,-11.855048,7.3835864,3.7084699,-0.8530076,-1.6463536,1.3494257,-2.542775,-0.9194884,0.42086178,-1.4170145,2,"intimate, melancholic, concerned, serious, subdued"
gacs_movie_trailers_00_mqqft2x__scene_02,-14.168625,-19.387672,-12.096145,-0.08802768,6.9231915,-10.231474,-0.01780669,-6.3994694,1.2695483,-4.064077,3.6032941,4.355378,2.4381857,-4.7235246,2,"intense, dramatic, fiery, aggressive, ominous"
gacs_movie_trailers_00_vt98AlBD_scene_07,-22.555998,-2.4928658,-4.3893476,-6.9362288,3.3510473,4.252948,-1.6058936,-5.1047144,0.7571844,4.831647,2.0293934,-4.69644,2.5555255,0.21822402,1,"chaotic, urgent, frantic, disturbed, disoriented"
gacs_movie_trailers_01_9ix7TUGV_scene_07,-22.967054,7.688636,0.17026845,0.37222233,2.9408827,-4.0773063,-1.3741437,-0.61779976,-1.3458365,1.273976,2.132426,1.0186615,-2.2564964,-2.5101843,1,"intense, dramatic, chaotic, unsettling, ominous"
gacs_movie_trailers_01_JfVOs4VS_scene_04,-10.853064,6.1870627,4.5818057,3.2084222,4.2593417,-0.23167446,0.11658347,1.7931302,-1.8605732,-7.7104597,-0.44110647,3.5547678,-2.0355506,0.5188555,1,"sinister, confident, calculating, ominous, determined"
gacs_movie_trailers_01_OzY2r2JX_scene_01,-21.682373,13.414137,8.830426,3.3221426,-3.4950714,-8.425413,-2.212122,0.34852648,-0.98996764,-3.2883914,0.37441927,-0.5082513,-1.5964915,-4.5506086,1,"ominous, unsettling, dark, claustrophobic, foreboding"
gacs_movie_trailers_01_fsQgc9pC_scene_07,-15.668218,-4.252789,-4.3660717,-3.8731697,2.0385232,-6.3973413,-3.494325,-1.6321768,-2.6922278,2.831695,-1.6280084,1.372297,-4.9986677,2.85855,2,"ominous, destructive, chaotic, overwhelming, fearful"
gacs_movie_trailers_01_n9xhJrPX_scene_04,-23.027996,6.088907,2.005842,3.4118576,1.1405176,-2.7546272,0.8968659,-1.5437207,-2.5949435,4.3830643,0.5038903,0.90812147,-2.1118214,-3.9378273,1,"urgent, chaotic, unsettling, obscured, anxious"
gacs_movie_trailers_02_32RAq6Jz_scene_03,-12.337432,-3.5221796,-3.9993086,-0.9752293,4.2277894,8.083506,-2.9187558,-2.2623878,0.43443707,-1.1525978,-1.2912077,-0.52577233,-0.7242988,-0.32231617,1,"determined, focused, intense, anxious, urgent"
gacs_movie_trailers_02_EOwTdTZA_scene_02,10.013114,5.348642,2.4312825,-3.963584,-8.016303,9.528614,-1.3034116,-2.927327,-0.14237045,-3.0697267,0.2665954,7.114264,-4.822535,-4.0754023,3,"grand, hopeful, majestic, nostalgic, classic"
gacs_movie_trailers_02_aWzlQ2N6_scene_00,-12.571703,0.93484664,7.4787807,-2.5029817,-6.167226,-6.565643,-8.9449,3.633741,-2.576909,-0.97927755,-3.2666285,-2.8184013,-7.850623,1.7485261,1,"ominous, powerful, foreboding, intense, mystical"
gacs_movie_trailers_02_nb_fFj_0_scene_01,-20.294777,9.883753,9.912505,0.9544913,-12.952385,-4.5047946,-0.08095905,-4.6734395,1.966216,-3.119833,5.043361,-0.68975836,2.0656548,-1.7366198,1,"dark, eerie, mysterious, isolated, submerged"
gacs_movie_trailers_02_uYPbbksJ_scene_00,-13.994482,-9.76327,-3.604392,-3.58653,0.85789305,-5.110466,-4.088272,10.5908,-1.233169,2.5705962,-0.25780728,-1.4485856,-3.6958044,7.1032043,2,"intense, dramatic, serious, historical, intrusive"
gacs_movie_trailers_02_uYPbbksJ_scene_08,4.1843224,-17.812325,14.837054,3.040196,-1.8820769,-0.4462997,1.3204699,9.192808,3.6357212,1.3382721,0.65944964,7.330945,0.14087047,-3.3446925,2,"formal, serious, reserved, subdued, historical"
gacs_movie_trailers_02_wxN1T1ux_scene_00,-11.21163,-1.6519139,1.8549347,-3.2592618,7.202405,9.360403,2.492263,8.238093,0.7809135,-0.31928957,2.2285156,3.8048348,-2.6277437,4.49918,1,"contemplative, worried, concerned, serious, thoughtful"
gacs_movie_trailers_02_wxN1T1ux_scene_08,-23.357317,12.161063,-1.0549148,-1.3074224,7.843149,0.93435097,-1.0508558,1.064504,-1.6913123,-2.2875984,3.6272237,0.7505299,3.2184224,2.8000474,1,"fear, shock, distress, anxiety, panic"
gacs_movie_trailers_03_GY4BgdUS_scene_04,-11.176845,-18.54073,-11.602886,6.280737,6.1925387,-8.584247,3.5741427,-1.9319788,2.0997388,4.7225046,-3.4364998,4.8381376,-0.24505302,-5.154292,2,"tense, chaotic, confrontational, oppressive, expectant"
gacs_movie_trailers_03_GY4BgdUS_scene_12,-21.578812,-1.5352085,-6.5698953,-2.7961574,8.654735,0.063043304,-2.7988343,-2.0594046,-0.6534722,3.8415868,1.2690833,-1.5060304,-0.21575771,0.23966439,1,"urgent, chaotic, fearful, desperate, tense"
gacs_movie_trailers_03_Go8nTmfr_scene_06,-3.74165,-7.8909907,-12.627211,-1.5505006,-5.1955457,-0.310236,-4.8495045,-2.1541224,3.0045407,6.899946,-3.4069233,2.1277797,-3.968736,-2.780549,2,"dynamic, intense, action-packed, chaotic, powerful"
gacs_movie_trailers_03__Z3QKkl1_scene_03,1.5840791,-10.728626,3.8105297,0.6701048,-2.5542066,-0.37748623,-7.2606883,10.906472,-0.87940496,-5.3283024,1.0274606,3.239712,-4.823498,0.9601258,2,"solemn, regal, powerful, serious, determined"
gacs_movie_trailers_03_xg88QIaj_scene_05,-16.013659,-3.7752786,3.758048,-3.6432984,9.718968,8.938989,0.643216,3.112158,-1.2964013,1.1017662,-1.2222071,-1.652655,-2.1368296,-0.5933831,1,"serious, focused, bureaucratic, anxious, concerned"
gacs_movie_trailers_04_qSqVVswa_scene_00,-8.066374,-17.033773,-2.5268927,-3.017576,1.4764271,5.3848314,-9.632448,4.4669647,3.5145602,-1.5032895,4.0552535,-2.4402068,-4.753155,3.539044,2,"focused, serious, intense, critical, determined"
gacs_movie_trailers_04_qSqVVswa_scene_08,17.143986,9.146479,-11.748431,-3.4697049,4.9351006,-2.946011,-2.589123,6.093512,1.0145649,-3.4034402,-3.525475,-1.875997,3.147109,-0.80001014,3,"intense, exhilarating, adventurous, focused, determined"
